id,type,rarity,attack,elderseal,attributes,damageType,name,durability,slots,elements,crafting,assets,shelling,phial,boostType,specialAmmo,deviation,ammo,coatings
11,great-sword,3,"{'display': 528, 'raw': 110}",,{},sever,Thunder Blade 1,"[{'red': 70, 'orange': 50, 'yellow': 80, 'green': 50, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 70, 'orange': 50, 'yellow': 80, 'green': 60, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 70, 'orange': 50, 'yellow': 80, 'green': 70, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 70, 'orange': 50, 'yellow': 80, 'green': 80, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 70, 'orange': 50, 'yellow': 80, 'green': 90, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 70, 'orange': 50, 'yellow': 80, 'green': 100, 'blue': 0, 'white': 0, 'purple': 0}]",[],"[{'type': 'thunder', 'damage': 120, 'hidden': False}]","{'craftable': False, 'previous': 3, 'branches': [12, 16], 'craftingMaterials': [], 'upgradeMaterials': [{'quantity': 5, 'item': {'id': 118, 'rarity': 4, 'carryLimit': 99, 'value': 480, 'name': 'Dragonite Ore', 'description': 'An ore that yields metal superior to that of Machalite. Invaluable for making durable armor.'}}, {'quantity': 1, 'item': {'id': 258, 'rarity': 4, 'carryLimit': 99, 'value': 720, 'name': 'Tobi-Kadachi Electrode', 'description': 'Tobi-Kadachi material. Obtained by breaking its head. Grants thunder element properties.'}}, {'quantity': 2, 'item': {'id': 257, 'rarity': 4, 'carryLimit': 99, 'value': 660, 'name': 'Tobi-Kadachi Claw', 'description': 'Tobi-Kadachi material. Obtained by breaking its forelimbs. Sharp, used in many weapons.'}}, {'quantity': 1, 'item': {'id': 170, 'rarity': 4, 'carryLimit': 99, 'value': 1000, 'name': 'Electro Sac', 'description': 'A monster organ that can store up electricity, which is released on impact.'}}]}","{'icon': 'https://assets.mhw-db.com/weapons/great-sword/icons/1710e0183141dbe3d2103dc3de4e0b11.cea79bf2c9acd356c2a14ced6995def0bba81d3d.png', 'image': 'https://assets.mhw-db.com/weapons/great-sword/1196b471f657068ed7d78ad0fff4d28ccf8352c3.020796ee39d4a3a240de6c9d20b8d661.png'}",,,,,,,
12,great-sword,4,"{'display': 624, 'raw': 130}",,{},sever,Thunder Blade 2,"[{'red': 60, 'orange': 50, 'yellow': 80, 'green': 60, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 60, 'orange': 50, 'yellow': 80, 'green': 70, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 60, 'orange': 50, 'yellow': 80, 'green': 80, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 60, 'orange': 50, 'yellow': 80, 'green': 90, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 60, 'orange': 50, 'yellow': 80, 'green': 100, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 60, 'orange': 50, 'yellow': 80, 'green': 110, 'blue': 0, 'white': 0, 'purple': 0}]",[],"[{'type': 'thunder', 'damage': 150, 'hidden': False}]","{'craftable': False, 'previous': 11, 'branches': [13], 'craftingMaterials': [], 'upgradeMaterials': [{'quantity': 2, 'item': {'id': 150, 'rarity': 4, 'carryLimit': 99, 'value': 500, 'name': 'Monster Bone+', 'description': 'Bone obtained from large monsters. Hard to obtain, but vital for crafting powerful equipment.'}}, {'quantity': 2, 'item': {'id': 258, 'rarity': 4, 'carryLimit': 99, 'value': 720, 'name': 'Tobi-Kadachi Electrode', 'description': 'Tobi-Kadachi material. Obtained by breaking its head. Grants thunder element properties.'}}, {'quantity': 2, 'item': {'id': 256, 'rarity': 4, 'carryLimit': 99, 'value': 800, 'name': 'Tobi-Kadachi Membrane', 'description': 'Tobi-Kadachi material. Mostly obtained by carving. Supple, used to craft gear.'}}, {'quantity': 3, 'item': {'id': 122, 'rarity': 4, 'carryLimit': 99, 'value': 600, 'name': 'Coral Crystal - Rarity 4', 'description': 'Crystal prized at the Smithy for use in high-grade abrasives. Mainly found in the Coral Highlands.'}}]}","{'icon': 'https://assets.mhw-db.com/weapons/great-sword/icons/9920045cd6c82fd2810eca2d4f498d80.a15b847b35db7c15eed0e223ec524f2127a8b188.png', 'image': 'https://assets.mhw-db.com/weapons/great-sword/1196b471f657068ed7d78ad0fff4d28ccf8352c3.020796ee39d4a3a240de6c9d20b8d661.png'}",,,,,,,
13,great-sword,5,"{'display': 672, 'raw': 140}",,{},sever,Lightning Punisher 1,"[{'red': 100, 'orange': 50, 'yellow': 80, 'green': 70, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 100, 'orange': 50, 'yellow': 80, 'green': 80, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 100, 'orange': 50, 'yellow': 80, 'green': 90, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 100, 'orange': 50, 'yellow': 80, 'green': 100, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 100, 'orange': 50, 'yellow': 80, 'green': 100, 'blue': 10, 'white': 0, 'purple': 0}, {'red': 100, 'orange': 50, 'yellow': 80, 'green': 100, 'blue': 20, 'white': 0, 'purple': 0}]",[{'rank': 2}],"[{'type': 'thunder', 'damage': 180, 'hidden': False}]","{'craftable': False, 'previous': 12, 'branches': [14], 'craftingMaterials': [], 'upgradeMaterials': [{'quantity': 5, 'item': {'id': 119, 'rarity': 6, 'carryLimit': 99, 'value': 680, 'name': 'Carbalite Ore', 'description': 'Ore obtained from mining outcrops. Still under research, but known to yield highly pure metal.'}}, {'quantity': 4, 'item': {'id': 259, 'rarity': 6, 'carryLimit': 99, 'value': 1050, 'name': 'Tobi-Kadachi Scale+', 'description': 'Rare Tobi-Kadachi material. Mostly obtained by carving. Broadly used for many purposes.'}}, {'quantity': 3, 'item': {'id': 260, 'rarity': 6, 'carryLimit': 99, 'value': 1550, 'name': 'Tobi-Kadachi Pelt+', 'description': 'Rare Tobi-Kadachi material. Mostly obtained as a reward. Highly thunder-resistant, used to craft gear.'}}, {'quantity': 3, 'item': {'id': 181, 'rarity': 6, 'carryLimit': 99, 'value': 560, 'name': 'Vespoid Innerwing', 'description': 'Rare Vespoid material. Obtained by carving. Light and sharp, used in many weapons.'}}]}","{'icon': 'https://assets.mhw-db.com/weapons/great-sword/icons/223f24731ea26332ab926d0d05113813.cd4a853f70af923133e57475348aa0e0b594b808.png', 'image': 'https://assets.mhw-db.com/weapons/great-sword/6c4e57ae1564eed97f6a41dbe004cbbeba25b29b.68fe18b43152df382c7d27e0d2873e3f.png'}",,,,,,,
14,great-sword,6,"{'display': 816, 'raw': 170}",,{},sever,Lightning Punisher 2,"[{'red': 100, 'orange': 50, 'yellow': 50, 'green': 80, 'blue': 20, 'white': 0, 'purple': 0}, {'red': 100, 'orange': 50, 'yellow': 50, 'green': 80, 'blue': 30, 'white': 0, 'purple': 0}, {'red': 100, 'orange': 50, 'yellow': 50, 'green': 80, 'blue': 40, 'white': 0, 'purple': 0}, {'red': 100, 'orange': 50, 'yellow': 50, 'green': 80, 'blue': 50, 'white': 0, 'purple': 0}, {'red': 100, 'orange': 50, 'yellow': 50, 'green': 80, 'blue': 60, 'white': 0, 'purple': 0}, {'red': 100, 'orange': 50, 'yellow': 50, 'green': 80, 'blue': 70, 'white': 0, 'purple': 0}]",[{'rank': 2}],"[{'type': 'thunder', 'damage': 210, 'hidden': False}]","{'craftable': False, 'previous': 13, 'branches': [15], 'craftingMaterials': [], 'upgradeMaterials': [{'quantity': 5, 'item': {'id': 120, 'rarity': 6, 'carryLimit': 99, 'value': 1020, 'name': 'Fucium Ore', 'description': ""Ore obtained from the Elder's Recess. A mysterious metal, capable of fusing nearly any two materials together.""}}, {'quantity': 2, 'item': {'id': 262, 'rarity': 6, 'carryLimit': 99, 'value': 1750, 'name': 'Tobi-Kadachi Electrode+', 'description': 'Rare Tobi-Kadachi material. Obtained by breaking its head. Grants thunder element properties.'}}, {'quantity': 4, 'item': {'id': 256, 'rarity': 4, 'carryLimit': 99, 'value': 800, 'name': 'Tobi-Kadachi Membrane', 'description': 'Tobi-Kadachi material. Mostly obtained by carving. Supple, used to craft gear.'}}, {'quantity': 3, 'item': {'id': 171, 'rarity': 6, 'carryLimit': 99, 'value': 1600, 'name': 'Thunder Sac', 'description': 'A monster organ that can store up large amounts of high voltage electricity.'}}]}","{'icon': 'https://assets.mhw-db.com/weapons/great-sword/icons/e2b396ec3f56dfa8cc5e82ad53a0b445.a527679a7128f54d5a65b612842bfa6d1ece9682.png', 'image': 'https://assets.mhw-db.com/weapons/great-sword/6c4e57ae1564eed97f6a41dbe004cbbeba25b29b.68fe18b43152df382c7d27e0d2873e3f.png'}",,,,,,,
15,great-sword,6,"{'display': 912, 'raw': 190}",,{},sever,Lightning Punisher 3,"[{'red': 100, 'orange': 120, 'yellow': 40, 'green': 50, 'blue': 40, 'white': 0, 'purple': 0}, {'red': 100, 'orange': 120, 'yellow': 40, 'green': 50, 'blue': 50, 'white': 0, 'purple': 0}, {'red': 100, 'orange': 120, 'yellow': 40, 'green': 50, 'blue': 60, 'white': 0, 'purple': 0}, {'red': 100, 'orange': 120, 'yellow': 40, 'green': 50, 'blue': 70, 'white': 0, 'purple': 0}, {'red': 100, 'orange': 120, 'yellow': 40, 'green': 50, 'blue': 80, 'white': 0, 'purple': 0}, {'red': 100, 'orange': 120, 'yellow': 40, 'green': 50, 'blue': 90, 'white': 0, 'purple': 0}]",[{'rank': 2}],"[{'type': 'thunder', 'damage': 240, 'hidden': False}]","{'craftable': False, 'previous': 14, 'branches': [], 'craftingMaterials': [], 'upgradeMaterials': [{'quantity': 3, 'item': {'id': 174, 'rarity': 7, 'carryLimit': 99, 'value': 1600, 'name': 'Elder Dragon Blood', 'description': 'Contains an unknown compound. The object of much scholarly research.'}}, {'quantity': 4, 'item': {'id': 262, 'rarity': 6, 'carryLimit': 99, 'value': 1750, 'name': 'Tobi-Kadachi Electrode+', 'description': 'Rare Tobi-Kadachi material. Obtained by breaking its head. Grants thunder element properties.'}}, {'quantity': 5, 'item': {'id': 261, 'rarity': 6, 'carryLimit': 99, 'value': 1650, 'name': 'Tobi-Kadachi Claw+', 'description': 'Rare Tobi-Kadachi material. Obtained by breaking its forelimbs. Sharp, used in many weapons.'}}, {'quantity': 1, 'item': {'id': 173, 'rarity': 7, 'carryLimit': 99, 'value': 4000, 'name': 'Wyvern Gem', 'description': ""Throughout a wyvern's life, impurities gather and form this peculiar gem.""}}]}","{'icon': 'https://assets.mhw-db.com/weapons/great-sword/icons/e2b396ec3f56dfa8cc5e82ad53a0b445.a527679a7128f54d5a65b612842bfa6d1ece9682.png', 'image': 'https://assets.mhw-db.com/weapons/great-sword/6c4e57ae1564eed97f6a41dbe004cbbeba25b29b.68fe18b43152df382c7d27e0d2873e3f.png'}",,,,,,,
16,great-sword,4,"{'display': 576, 'raw': 120}",,{},sever,Freeze Blade 1,"[{'red': 60, 'orange': 50, 'yellow': 80, 'green': 60, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 60, 'orange': 50, 'yellow': 80, 'green': 70, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 60, 'orange': 50, 'yellow': 80, 'green': 80, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 60, 'orange': 50, 'yellow': 80, 'green': 90, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 60, 'orange': 50, 'yellow': 80, 'green': 100, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 60, 'orange': 50, 'yellow': 80, 'green': 110, 'blue': 0, 'white': 0, 'purple': 0}]",[],"[{'type': 'ice', 'damage': 240, 'hidden': False}]","{'craftable': False, 'previous': 11, 'branches': [17], 'craftingMaterials': [], 'upgradeMaterials': [{'quantity': 3, 'item': {'id': 320, 'rarity': 4, 'carryLimit': 99, 'value': 1040, 'name': 'Legiana Claw', 'description': 'Legiana material. Mostly obtained by carving. Grants ice elemental properties.'}}, {'quantity': 4, 'item': {'id': 318, 'rarity': 4, 'carryLimit': 99, 'value': 540, 'name': 'Legiana Scale', 'description': 'Legiana material. Mostly obtained by carving. Broadly used for many purposes.'}}, {'quantity': 2, 'item': {'id': 168, 'rarity': 4, 'carryLimit': 99, 'value': 1000, 'name': 'Frost Sac', 'description': 'A monster internal organ, filled with extremely low temperature fluid. Handle with care.'}}, {'quantity': 3, 'item': {'id': 122, 'rarity': 4, 'carryLimit': 99, 'value': 600, 'name': 'Coral Crystal - Rarity 4', 'description': 'Crystal prized at the Smithy for use in high-grade abrasives. Mainly found in the Coral Highlands.'}}]}","{'icon': 'https://assets.mhw-db.com/weapons/great-sword/icons/9920045cd6c82fd2810eca2d4f498d80.a15b847b35db7c15eed0e223ec524f2127a8b188.png', 'image': 'https://assets.mhw-db.com/weapons/great-sword/2f00b4acc9c893ec7c9d9aed59ce7254c514ceb1.c9eacccfeaa10f0e2c4e41e8f520acdd.png'}",,,,,,,
17,great-sword,5,"{'display': 624, 'raw': 130}",,{},sever,Freeze Blade 2,"[{'red': 100, 'orange': 50, 'yellow': 80, 'green': 70, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 100, 'orange': 50, 'yellow': 80, 'green': 80, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 100, 'orange': 50, 'yellow': 80, 'green': 90, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 100, 'orange': 50, 'yellow': 80, 'green': 100, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 100, 'orange': 50, 'yellow': 80, 'green': 100, 'blue': 10, 'white': 0, 'purple': 0}, {'red': 100, 'orange': 50, 'yellow': 80, 'green': 100, 'blue': 20, 'white': 0, 'purple': 0}]",[{'rank': 1}],"[{'type': 'ice', 'damage': 270, 'hidden': False}]","{'craftable': False, 'previous': 16, 'branches': [18], 'craftingMaterials': [], 'upgradeMaterials': [{'quantity': 5, 'item': {'id': 119, 'rarity': 6, 'carryLimit': 99, 'value': 680, 'name': 'Carbalite Ore', 'description': 'Ore obtained from mining outcrops. Still under research, but known to yield highly pure metal.'}}, {'quantity': 2, 'item': {'id': 322, 'rarity': 4, 'carryLimit': 99, 'value': 1160, 'name': 'Legiana Tail Webbing', 'description': 'Legiana material. Obtained by breaking its tail. Supple, used to craft gear.'}}, {'quantity': 3, 'item': {'id': 321, 'rarity': 4, 'carryLimit': 99, 'value': 1080, 'name': 'Legiana Webbing', 'description': 'Legiana material. Obtained by breaking its wings. Supple, used to craft gear.'}}, {'quantity': 5, 'item': {'id': 206, 'rarity': 6, 'carryLimit': 99, 'value': 420, 'name': 'Shamos Scale+', 'description': 'Rare Shamos material. Obtained by carving. Used for many purposes.'}}]}","{'icon': 'https://assets.mhw-db.com/weapons/great-sword/icons/223f24731ea26332ab926d0d05113813.cd4a853f70af923133e57475348aa0e0b594b808.png', 'image': 'https://assets.mhw-db.com/weapons/great-sword/2f00b4acc9c893ec7c9d9aed59ce7254c514ceb1.c9eacccfeaa10f0e2c4e41e8f520acdd.png'}",,,,,,,
18,great-sword,6,"{'display': 720, 'raw': 150}",,{},sever,Frost Blaze 1,"[{'red': 90, 'orange': 50, 'yellow': 50, 'green': 80, 'blue': 30, 'white': 0, 'purple': 0}, {'red': 90, 'orange': 50, 'yellow': 50, 'green': 80, 'blue': 40, 'white': 0, 'purple': 0}, {'red': 90, 'orange': 50, 'yellow': 50, 'green': 80, 'blue': 50, 'white': 0, 'purple': 0}, {'red': 90, 'orange': 50, 'yellow': 50, 'green': 80, 'blue': 60, 'white': 0, 'purple': 0}, {'red': 90, 'orange': 50, 'yellow': 50, 'green': 80, 'blue': 70, 'white': 0, 'purple': 0}, {'red': 90, 'orange': 50, 'yellow': 50, 'green': 80, 'blue': 80, 'white': 0, 'purple': 0}]",[{'rank': 2}],"[{'type': 'ice', 'damage': 330, 'hidden': False}]","{'craftable': False, 'previous': 17, 'branches': [19], 'craftingMaterials': [], 'upgradeMaterials': [{'quantity': 5, 'item': {'id': 120, 'rarity': 6, 'carryLimit': 99, 'value': 1020, 'name': 'Fucium Ore', 'description': ""Ore obtained from the Elder's Recess. A mysterious metal, capable of fusing nearly any two materials together.""}}, {'quantity': 5, 'item': {'id': 324, 'rarity': 6, 'carryLimit': 99, 'value': 1230, 'name': 'Legiana Scale+', 'description': 'Rare Legiana material. Mostly obtained by carving. Broadly used for many purposes.'}}, {'quantity': 3, 'item': {'id': 327, 'rarity': 6, 'carryLimit': 99, 'value': 2460, 'name': 'Legiana Wing', 'description': 'Rare Legiana material. Obtained by breaking its wings. Supple, used to craft gear.'}}, {'quantity': 3, 'item': {'id': 169, 'rarity': 6, 'carryLimit': 99, 'value': 2400, 'name': 'Freezer Sac', 'description': 'A monster organ with tremendous freezing power. Turns its surroundings to ice.'}}]}","{'icon': 'https://assets.mhw-db.com/weapons/great-sword/icons/e2b396ec3f56dfa8cc5e82ad53a0b445.a527679a7128f54d5a65b612842bfa6d1ece9682.png', 'image': 'https://assets.mhw-db.com/weapons/great-sword/898cc2fa50fe980fe1e8b50e8d41f9c84f09498b.004ffe5ec3462989339c372dcd79cb2b.png'}",,,,,,,
19,great-sword,6,"{'display': 768, 'raw': 160}",,{},sever,Frost Blaze 2,"[{'red': 70, 'orange': 70, 'yellow': 80, 'green': 80, 'blue': 50, 'white': 0, 'purple': 0}, {'red': 70, 'orange': 70, 'yellow': 80, 'green': 80, 'blue': 60, 'white': 0, 'purple': 0}, {'red': 70, 'orange': 70, 'yellow': 80, 'green': 80, 'blue': 70, 'white': 0, 'purple': 0}, {'red': 70, 'orange': 70, 'yellow': 80, 'green': 80, 'blue': 80, 'white': 0, 'purple': 0}, {'red': 70, 'orange': 70, 'yellow': 80, 'green': 80, 'blue': 80, 'white': 10, 'purple': 0}, {'red': 70, 'orange': 70, 'yellow': 80, 'green': 80, 'blue': 80, 'white': 20, 'purple': 0}]",[{'rank': 3}],"[{'type': 'ice', 'damage': 390, 'hidden': False}]","{'craftable': False, 'previous': 18, 'branches': [], 'craftingMaterials': [], 'upgradeMaterials': [{'quantity': 3, 'item': {'id': 174, 'rarity': 7, 'carryLimit': 99, 'value': 1600, 'name': 'Elder Dragon Blood', 'description': 'Contains an unknown compound. The object of much scholarly research.'}}, {'quantity': 5, 'item': {'id': 326, 'rarity': 6, 'carryLimit': 99, 'value': 2430, 'name': 'Legiana Claw+', 'description': 'Rare Legiana material. Mostly obtained by carving. Grants ice elemental properties.'}}, {'quantity': 3, 'item': {'id': 325, 'rarity': 6, 'carryLimit': 99, 'value': 1830, 'name': 'Legiana Hide+', 'description': 'Rare Legiana material. Mostly obtained as a reward. Lightweight, used to craft gear.'}}, {'quantity': 1, 'item': {'id': 173, 'rarity': 7, 'carryLimit': 99, 'value': 4000, 'name': 'Wyvern Gem', 'description': ""Throughout a wyvern's life, impurities gather and form this peculiar gem.""}}]}","{'icon': 'https://assets.mhw-db.com/weapons/great-sword/icons/e2b396ec3f56dfa8cc5e82ad53a0b445.a527679a7128f54d5a65b612842bfa6d1ece9682.png', 'image': 'https://assets.mhw-db.com/weapons/great-sword/898cc2fa50fe980fe1e8b50e8d41f9c84f09498b.004ffe5ec3462989339c372dcd79cb2b.png'}",,,,,,,
20,great-sword,2,"{'display': 528, 'raw': 110}",,{},sever,Jagras Blade 1,"[{'red': 80, 'orange': 70, 'yellow': 30, 'green': 20, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 80, 'orange': 70, 'yellow': 30, 'green': 30, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 80, 'orange': 70, 'yellow': 30, 'green': 40, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 80, 'orange': 70, 'yellow': 30, 'green': 50, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 80, 'orange': 70, 'yellow': 30, 'green': 60, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 80, 'orange': 70, 'yellow': 30, 'green': 70, 'blue': 0, 'white': 0, 'purple': 0}]",[],[],"{'craftable': False, 'previous': 2, 'branches': [21, 26], 'craftingMaterials': [], 'upgradeMaterials': [{'quantity': 1, 'item': {'id': 216, 'rarity': 4, 'carryLimit': 99, 'value': 420, 'name': 'Great Jagras Claw', 'description': 'Great Jagras material. Obtained by breaking its forelegs. Sharp, used in many weapons.'}}, {'quantity': 1, 'item': {'id': 214, 'rarity': 4, 'carryLimit': 99, 'value': 360, 'name': 'Great Jagras Hide', 'description': 'Great Jagras material. Mostly obtained as a reward. Broadly used for many purposes.'}}, {'quantity': 3, 'item': {'id': 213, 'rarity': 4, 'carryLimit': 99, 'value': 260, 'name': 'Great Jagras Scale', 'description': 'Great Jagras material. Mostly obtained by carving. Broadly used for many purposes.'}}, {'quantity': 1, 'item': {'id': 154, 'rarity': 4, 'carryLimit': 99, 'value': 200, 'name': 'Sharp Claw', 'description': 'Obtained from small fanged wyverns. Unlike wyvern claws, this is shaped to grip objects.'}}]}","{'icon': 'https://assets.mhw-db.com/weapons/great-sword/icons/83b9e1fa727ca6ba922b53a42626a167.26ad6221e21811da5278502fabfc138b33d622bc.png', 'image': 'https://assets.mhw-db.com/weapons/great-sword/aa402af99d82ffd3b06ee29d39b9b2cb6fb1d2c7.89435ead0125f6a916f706a60c34626a.png'}",,,,,,,
21,great-sword,3,"{'display': 576, 'raw': 120}",,{},sever,Jagras Blade 2,"[{'red': 80, 'orange': 50, 'yellow': 80, 'green': 40, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 80, 'orange': 50, 'yellow': 80, 'green': 50, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 80, 'orange': 50, 'yellow': 80, 'green': 60, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 80, 'orange': 50, 'yellow': 80, 'green': 70, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 80, 'orange': 50, 'yellow': 80, 'green': 80, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 80, 'orange': 50, 'yellow': 80, 'green': 90, 'blue': 0, 'white': 0, 'purple': 0}]",[],[],"{'craftable': False, 'previous': 20, 'branches': [22], 'craftingMaterials': [], 'upgradeMaterials': [{'quantity': 2, 'item': {'id': 216, 'rarity': 4, 'carryLimit': 99, 'value': 420, 'name': 'Great Jagras Claw', 'description': 'Great Jagras material. Obtained by breaking its forelegs. Sharp, used in many weapons.'}}, {'quantity': 2, 'item': {'id': 215, 'rarity': 4, 'carryLimit': 99, 'value': 440, 'name': 'Great Jagras Mane', 'description': 'Great Jagras material. Obtained by breaking its head. Used for many purposes.'}}, {'quantity': 2, 'item': {'id': 140, 'rarity': 4, 'carryLimit': 99, 'value': 800, 'name': 'Coral Bone', 'description': 'A bone used as crafting material. Can be found in bonepiles in the Coral Highlands. Its size evokes a certain primal quality.'}}, {'quantity': 3, 'item': {'id': 287, 'rarity': 4, 'carryLimit': 99, 'value': 840, 'name': 'Tzitzi-Ya-Ku Claw', 'description': 'Tzitzi-Ya-Ku material. Mostly obtained by carving. Sharp, used in many weapons.'}}]}","{'icon': 'https://assets.mhw-db.com/weapons/great-sword/icons/1710e0183141dbe3d2103dc3de4e0b11.cea79bf2c9acd356c2a14ced6995def0bba81d3d.png', 'image': 'https://assets.mhw-db.com/weapons/great-sword/aa402af99d82ffd3b06ee29d39b9b2cb6fb1d2c7.89435ead0125f6a916f706a60c34626a.png'}",,,,,,,
22,great-sword,4,"{'display': 672, 'raw': 140}",,{},sever,Jagras Blade 3,"[{'red': 60, 'orange': 50, 'yellow': 80, 'green': 60, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 60, 'orange': 50, 'yellow': 80, 'green': 70, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 60, 'orange': 50, 'yellow': 80, 'green': 80, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 60, 'orange': 50, 'yellow': 80, 'green': 90, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 60, 'orange': 50, 'yellow': 80, 'green': 100, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 60, 'orange': 50, 'yellow': 80, 'green': 110, 'blue': 0, 'white': 0, 'purple': 0}]",[],[],"{'craftable': False, 'previous': 21, 'branches': [23], 'craftingMaterials': [], 'upgradeMaterials': [{'quantity': 3, 'item': {'id': 150, 'rarity': 4, 'carryLimit': 99, 'value': 500, 'name': 'Monster Bone+', 'description': 'Bone obtained from large monsters. Hard to obtain, but vital for crafting powerful equipment.'}}, {'quantity': 5, 'item': {'id': 213, 'rarity': 4, 'carryLimit': 99, 'value': 260, 'name': 'Great Jagras Scale', 'description': 'Great Jagras material. Mostly obtained by carving. Broadly used for many purposes.'}}, {'quantity': 3, 'item': {'id': 216, 'rarity': 4, 'carryLimit': 99, 'value': 420, 'name': 'Great Jagras Claw', 'description': 'Great Jagras material. Obtained by breaking its forelegs. Sharp, used in many weapons.'}}, {'quantity': 3, 'item': {'id': 215, 'rarity': 4, 'carryLimit': 99, 'value': 440, 'name': 'Great Jagras Mane', 'description': 'Great Jagras material. Obtained by breaking its head. Used for many purposes.'}}]}","{'icon': 'https://assets.mhw-db.com/weapons/great-sword/icons/9920045cd6c82fd2810eca2d4f498d80.a15b847b35db7c15eed0e223ec524f2127a8b188.png', 'image': 'https://assets.mhw-db.com/weapons/great-sword/aa402af99d82ffd3b06ee29d39b9b2cb6fb1d2c7.89435ead0125f6a916f706a60c34626a.png'}",,,,,,,
23,great-sword,5,"{'display': 816, 'raw': 170}",,{},sever,Jagras Hacker 1,"[{'red': 100, 'orange': 50, 'yellow': 80, 'green': 70, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 100, 'orange': 50, 'yellow': 80, 'green': 80, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 100, 'orange': 50, 'yellow': 80, 'green': 90, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 100, 'orange': 50, 'yellow': 80, 'green': 100, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 100, 'orange': 50, 'yellow': 80, 'green': 100, 'blue': 10, 'white': 0, 'purple': 0}, {'red': 100, 'orange': 50, 'yellow': 80, 'green': 100, 'blue': 20, 'white': 0, 'purple': 0}]","[{'rank': 1}, {'rank': 1}]","[{'type': 'water', 'damage': 210, 'hidden': True}]","{'craftable': False, 'previous': 22, 'branches': [24], 'craftingMaterials': [], 'upgradeMaterials': [{'quantity': 6, 'item': {'id': 217, 'rarity': 6, 'carryLimit': 99, 'value': 860, 'name': 'Great Jagras Scale+', 'description': 'Rare Great Jagras material. Mostly obtained by carving. Broadly used for many purposes.'}}, {'quantity': 4, 'item': {'id': 219, 'rarity': 6, 'carryLimit': 99, 'value': 1620, 'name': 'Great Jagras Claw+', 'description': 'Rare Great Jagras material. Obtained by breaking its forelegs. Sharp, used in many weapons.'}}, {'quantity': 6, 'item': {'id': 215, 'rarity': 4, 'carryLimit': 99, 'value': 440, 'name': 'Great Jagras Mane', 'description': 'Great Jagras material. Obtained by breaking its head. Used for many purposes.'}}, {'quantity': 5, 'item': {'id': 155, 'rarity': 6, 'carryLimit': 99, 'value': 800, 'name': 'Piercing Claw', 'description': 'Material from high rank small fanged wyverns. Sharp enough that it might serve as a makeshift knife.'}}]}","{'icon': 'https://assets.mhw-db.com/weapons/great-sword/icons/223f24731ea26332ab926d0d05113813.cd4a853f70af923133e57475348aa0e0b594b808.png', 'image': 'https://assets.mhw-db.com/weapons/great-sword/45850afb9b16e0dab7898b4a47cc7e6921a28ace.bba4d5f3194d73e89287f531cd8897f4.png'}",,,,,,,
